genome_name	taxonomy
GCA_000348785.1	Ilumatobacter coccineus YM16-304 
GCA_000348805.1	Blattabacterium cuenoti BPAA 
GCA_000349225.1	Xanthomonas citri subsp. citri Aw12879 
GCA_000349745.1	Candidatus Portiera aleyrodidarum TV 
GCA_000349765.2	Mannheimia haemolytica USDA-ARS-USMARC-183 
GCA_000349785.2	Mannheimia haemolytica USDA-ARS-USMARC-185 
GCA_000349795.1	Bacillus subtilis subsp. subtilis str. BAB-1 
GCA_000349845.1	Pseudomonas sp. ATCC 13867 
GCA_000349885.2	[Clostridium] stercorarium subsp. stercorarium DSM 8532 
GCA_000349925.2	Streptococcus pyogenes M1 476 
GCA_000349945.1	Azoarcus sp. KH32C 
GCA_000349975.1	Helicobacter cinaedi CCUG 18818 = ATCC BAA-847 
GCA_000350185.1	Escherichia coli str. K-12 substr. MDS42 
GCA_000350205.1	Mycobacterium tuberculosis str. Erdman = ATCC 35801 
GCA_000350305.1	Thermoplasmatales archaeon BRNA1 
GCA_000354175.2	Vibrio alginolyticus NBRC 15630 = ATCC 17749 
GCA_000355675.1	Thalassolituus oleivorans MIL-1 
GCA_000355695.1	Clavibacter michiganensis subsp. nebraskensis NCPPB 2581 
GCA_000355765.4	Nitrosospira lacus 
GCA_000359505.1	Pseudomonas aeruginosa B136-33 
GCA_000359525.1	Streptomyces albus J1074 
GCA_000359545.5	Coxiella burnetii Cb175 Guyana 
GCA_000359625.1	Lactobacillus brevis KB290 
GCA_000363905.1	Rickettsia prowazekii str. NMRC Madrid E 
GCA_000364725.1	Candidatus Moranella endobia PCVAL 
GCA_000364745.1	Sulfolobus islandicus LAL14/1 
GCA_000364765.1	Chlamydia trachomatis L2/434/Bu 
GCA_000364785.1	Chlamydia trachomatis L2/434/Bu 
GCA_000364805.1	Streptomyces sp. PAMC 26508 
GCA_000364825.1	Mycobacterium tuberculosis str. Beijing/NITR203 
GCA_000367205.1	Cutibacterium avidum 44067 
GCA_000367405.1	Rickettsia prowazekii str. Breinl 
GCA_000367425.1	Raoultella ornithinolytica B6 
GCA_000367725.3	Coxiella burnetii Z3055 
GCA_000376545.2	Ruegeria mobilis F1926 
GCA_000376585.1	Wolbachia endosymbiont of Drosophila simulans wNo 
GCA_000376605.1	Wolbachia endosymbiont of Drosophila simulans wHa 
GCA_000376625.1	Mycoplasma putrefaciens Mput9231 
GCA_000376645.1	Mannheimia haemolytica M42548 
GCA_000376705.1	Propionibacterium acnes HL096PA1 
GCA_000380325.1	Salmonella enterica subsp. enterica serovar Typhimurium str. U288 
GCA_000380335.1	Azotobacter vinelandii CA 
GCA_000380365.1	Azotobacter vinelandii CA6 
GCA_000382905.1	Corynebacterium glutamicum K051 
GCA_000382925.1	Listeria monocytogenes 
GCA_000382945.1	Listeria monocytogenes N53-1 
GCA_000382965.1	Staphylococcus aureus subsp. aureus ST228 
GCA_000382985.1	Staphylococcus aureus subsp. aureus ST228 
GCA_000383005.1	Staphylococcus aureus subsp. aureus ST228 
GCA_000385525.1	Burkholderia thailandensis MSMB121 
GCA_000385565.1	Archaeoglobus sulfaticallidus PM70-1 
GCA_000385905.1	Salmonella enterica subsp. enterica serovar Typhi str. Ty21a 
GCA_000385925.1	Streptococcus cristatus AS 1.3089 
GCA_000385945.1	Streptomyces fulvissimus DSM 40593 
GCA_000387745.2	Mycoplasma pneumoniae 19294 
GCA_000389635.1	Clostridium pasteurianum BC1 
GCA_000389675.2	Lactobacillus acidophilus La-14 
GCA_000389905.1	Mycobacterium tuberculosis str. Haarlem/NITR202 
GCA_000389925.1	Mycobacterium tuberculosis CAS/NITR204 
GCA_000389945.1	Mycobacterium tuberculosis EAI5/NITR206 
GCA_000389965.1	Actinoplanes sp. N902-109 
GCA_000390085.1	Mycobacterium avium subsp. paratuberculosis MAP4 
GCA_000390245.1	Streptococcus suis TL13 
GCA_000390265.1	Thermotoga maritima MSB8 
GCA_000392435.1	Candidatus Saccharimonas aalborgensis 
GCA_000392485.2	Lactobacillus plantarum subsp. plantarum P-8 
GCA_000397165.1	Lactobacillus fermentum F-6 
GCA_000397185.1	Strawberry lethal yellows phytoplasma  str. NZSb11 
GCA_000397205.1	Pseudomonas protegens CHA0 
GCA_000400615.1	Mycobacterium tuberculosis CCDC5079 
GCA_000400635.2	Amycolatopsis orientalis HCCB10007 
GCA_000400855.1	Mycoplasma hyopneumoniae 168-L 
GCA_000400875.1	Fusobacterium nucleatum subsp. animalis 4 8 
GCA_000400935.1	Spiroplasma chrysopicola DF-1 
GCA_000400955.1	Spiroplasma syrphidicola EA-1 
GCA_000401175.1	Idiomarina loihiensis GSL 199 
GCA_000401555.1	Aeromonas hydrophila ML09-119 
GCA_000401735.2	Xanthomonas campestris pv. campestris str. CN14 
GCA_000402035.1	Burkholderia sp. RPE64 
GCA_000403575.2	Xanthomonas campestris pv. campestris str. CN15 
GCA_000403625.1	Streptococcus iniae SF1 
GCA_000403645.1	Salinarchaeum sp. Harcht-Bsk1 
GCA_000404145.1	Corynebacterium glutamicum SCgG1 
GCA_000404165.1	Methanobrevibacter sp. AbM4 
GCA_000404185.1	Corynebacterium glutamicum SCgG2 
GCA_000404205.1	Erysipelothrix rhusiopathiae SY1027 
GCA_000404225.1	Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1 
GCA_000404245.1	Legionella pneumophila subsp. pneumophila str. Thunder Bay 
GCA_000408885.1	Bacillus paralicheniformis ATCC 9945a 
GCA_000410515.1	Enterobacter sp. R4-368 
GCA_000410995.1	Lactobacillus reuteri I5007 
GCA_000412205.1	Lactobacillus plantarum 16 
GCA_000412265.2	Streptomyces sp. Mg1 
GCA_000412695.1	Pseudomonas resinovorans NBRC 106553 
GCA_000412755.1	Candidatus Tremblaya phenacola PAVE 
GCA_000412775.1	Staphylococcus aureus CA-347 
GCA_000414035.1	Pseudomonas aeruginosa RP73 
GCA_000414215.1	Bifidobacterium animalis subsp. lactis Bl12 
GCA_000416365.2	Mycobacterium sp. VKM Ac-1817D 
GCA_000418305.1	Psychrobacter sp. G 
GCA_000418325.1	Sorangium cellulosum So0157-2 
GCA_000418345.1	Staphylococcus aureus 
GCA_000418365.1	Corynebacterium terpenotabidum Y-11 
GCA_000418475.1	Lactobacillus rhamnosus LOCK900 
GCA_000418495.1	Lactobacillus rhamnosus LOCK908 
GCA_000418515.1	Lactobacillus paracasei 
GCA_000418535.2	Mycobacterium yongonense 05-1390 
GCA_000419385.1	Acinetobacter baumannii BJAB07104 
GCA_000419405.1	Acinetobacter baumannii BJAB0715 
GCA_000419425.1	Acinetobacter baumannii BJAB0868 
GCA_000422045.1	Streptococcus pyogenes HSC5 
GCA_000422085.1	Serratia liquefaciens ATCC 27592 
GCA_000422095.1	Mannheimia haemolytica D174 
GCA_000422125.1	Mycobacterium tuberculosis EAI5 
GCA_000422145.1	Mannheimia haemolytica D153 
GCA_000422165.1	Lactobacillus helveticus CNRZ32 
GCA_000427035.1	Streptococcus agalactiae 09mas018883 
GCA_000427055.1	Streptococcus agalactiae ILRI112 
GCA_000427075.1	Streptococcus agalactiae ILRI005 
GCA_000427215.1	Mycoplasma hyopneumoniae 7422 
GCA_000427275.1	Mannheimia haemolytica D171 
GCA_000430085.2	Salmonella enterica subsp. enterica serovar Heidelberg str. CFSAN002069 
GCA_000430105.1	Salmonella enterica subsp. enterica serovar Heidelberg str. 41578 
GCA_000430125.1	Salmonella enterica subsp. enterica serovar Cubana str. CFSAN002050 
GCA_000430145.3	Salmonella enterica subsp. enterica serovar Typhimurium var. 5- str. CFSAN001921 
GCA_000430165.1	
GCA_000430405.1	
GCA_000430425.1	
GCA_000438585.1	Listeria monocytogenes 
GCA_000438605.1	Listeria monocytogenes 
GCA_000438625.1	Listeria monocytogenes 
GCA_000438645.1	Listeria monocytogenes 
GCA_000438665.1	Listeria monocytogenes 
GCA_000438685.2	Listeria monocytogenes 
GCA_000438705.2	Listeria monocytogenes 
GCA_000438725.2	Listeria monocytogenes 
GCA_000438745.2	Listeria monocytogenes 
GCA_000438825.1	Serratia plymuthica S13 
GCA_000439255.1	Salmonella bongori N268-08 
GCA_000439275.1	Lactobacillus reuteri TD1 
GCA_000439395.1	Haemophilus parasuis ZJ0906 
GCA_000439415.1	Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN000189 
GCA_000439435.1	Spiroplasma taiwanense CT-1 
GCA_000439455.1	Spiroplasma diminutum CUAS-1 
GCA_000439475.1	Alteromonas mediterranea 615 
GCA_000439495.1	Alteromonas mediterranea MED64 
GCA_000439535.1	Alteromonas mediterranea U7 
GCA_000439555.1	Alteromonas mediterranea U8 
GCA_000439575.1	Alteromonas mediterranea UM7 
GCA_000439595.1	Alteromonas mediterranea UM4b 
GCA_000439695.1	Burkholderia pseudomallei MSHR305 
GCA_000439735.1	Mannheimia haemolytica USMARC 2286 
GCA_000439755.1	Anaplasma phagocytophilum str. HZ2 
GCA_000439775.1	Anaplasma phagocytophilum str. JM 
GCA_000441535.1	Streptococcus lutetiensis 033 
GCA_000441555.1	Candidatus Profftella armatura 
GCA_000441575.1	Candidatus Carsonella ruddii DC 
GCA_000441585.1	Chlamydia trachomatis RC-F/69 
GCA_000441615.1	Chlamydia trachomatis RC-L2/46 
GCA_000441635.1	Chlamydia trachomatis RC-F/852 
GCA_000441655.1	Chlamydia trachomatis RC-J/943 
GCA_000441675.1	Chlamydia trachomatis RC-J/953 
GCA_000441695.1	Chlamydia trachomatis RC-L2/3 
GCA_000441715.1	Chlamydia trachomatis RC-F/342 
GCA_000441735.1	Chlamydia trachomatis RC-J/122 
GCA_000441755.1	Chlamydia trachomatis RC-J/966 
GCA_000441775.1	Chlamydia trachomatis J/6276tet1 
GCA_000441795.1	Chlamydia trachomatis RC-J/971 
GCA_000441815.1	Chlamydia trachomatis RC-L2/55 
GCA_000442415.1	Salmonella enterica subsp. enterica serovar Newport str. USMARC-S3124.1 
GCA_000442435.1	Rhizobium etli bv. mimosae str. Mim1 
GCA_000442595.1	Cycloclasticus zancles 78-ME 
GCA_000442605.1	Candidatus Nasuia deltocephalinicola str. NAS-ALF 
GCA_000442635.1	Candidatus Sulcia muelleri str. Sulcia-ALF 
GCA_000442645.1	Corynebacterium maris DSM 45190 
GCA_000444405.1	Enterococcus faecium Aus0085 
GCA_000444425.1	Proteus mirabilis BB2000 
GCA_000444445.1	Salmonella enterica subsp. enterica serovar Pullorum str. S06004 
GCA_000444465.1	Borrelia burgdorferi CA382 
GCA_000444875.1	Streptomyces collinus Tu 365 
GCA_000444995.1	Paracoccus aminophilus JCM 7686 
GCA_000445015.1	Corynebacterium glutamicum MB001 
GCA_000445035.1	Mycobacterium abscessus subsp. bolletii 50594 
GCA_000445425.4	Borrelia miyamotoi LB-2001 
GCA_000445995.2	Geobacillus genomosp. 3 
GCA_000446015.1	Thermofilum adornatus 
GCA_000447675.1	Treponema pedis str. T A4 
GCA_000448685.2	Streptococcus salivarius 
GCA_000452385.2	Staphylococcus aureus subsp. aureus Tager 104 
GCA_000452705.3	Pseudomonas syringae CC1557 
GCA_000454025.1	Amycolatopsis mediterranei RB 
GCA_000454045.1	Rhodococcus erythropolis CCM2595 
GCA_000455565.1	Bacillus velezensis UCMB5033 
GCA_000455585.1	Bacillus velezensis UCMB5113 
GCA_000455605.1	Flavobacterium indicum GPTSA100-9 = DSM 17447 
GCA_000462955.1	Staphylococcus aureus subsp. aureus 6850 
GCA_000462975.1	Vibrio anguillarum M3 
GCA_000462995.1	Salmonella enterica subsp. enterica serovar Gallinarum/pullorum str. CDC1983-67 
GCA_000463015.1	Variovorax paradoxus B4 
GCA_000463055.1	Staphylococcus aureus subsp. aureus CN1 
GCA_000463345.3	Serratia sp. ATCC 39006 
GCA_000463355.1	Streptococcus intermedius B196 
GCA_000463385.1	Streptococcus intermedius C270 
GCA_000463395.1	Streptococcus constellatus subsp. pharyngis C232 
GCA_000463425.1	Streptococcus constellatus subsp. pharyngis C1050 
GCA_000463445.1	Streptococcus constellatus subsp. pharyngis C818 
GCA_000463465.1	Streptococcus anginosus C1051 
GCA_000463505.1	Streptococcus anginosus C238 
GCA_000464435.1	Vibrio campbellii ATCC BAA-1116 
GCA_000464955.2	
GCA_000465235.1	Campylobacter coli CVM N29710 
GCA_000465255.1	Haemophilus influenzae KR494 
GCA_000466785.3	Lactobacillus fermentum 3872 
GCA_000468515.1	Escherichia coli LY180 
GCA_000468615.2	Cellulophaga baltica 18 
GCA_000468955.1	Lactococcus lactis subsp. cremoris KW2 
GCA_000470655.1	Halorhabdus tiamatea SARL4B 
GCA_000470765.1	Chlamydia pecorum PV3056/3 
GCA_000470775.1	Leifsonia xyli subsp. cynodontis DSM 46306 
GCA_000470805.1	Chlamydia pecorum W73 
GCA_000470825.1	Chlamydia pecorum P787 
GCA_000470845.1	Staphylococcus aureus subsp. aureus SA957 
GCA_000470865.1	Staphylococcus aureus subsp. aureus SA40 
GCA_000471025.2	Chlamydia gallinacea 08-1274/3 
GCA_000471925.1	Ralstonia pickettii DTP0602 
GCA_000471945.1	Bifidobacterium animalis subsp. lactis ATCC 27673 
GCA_000471965.1	Blattabacterium sp.  
GCA_000471985.1	Streptococcus suis YB51 
GCA_000473245.1	Bacillus infantis NRRL B-14911 
GCA_000473275.1	Salmonella enterica subsp. enterica serovar Thompson str. RM6836 
GCA_000473305.1	Bacteroidales bacterium CF 
GCA_000473745.3	Pseudomonas aeruginosa VRFPA04 
GCA_000473995.1	Clostridium saccharobutylicum DSM 13864 
GCA_000474035.1	synthetic Escherichia coli C321.deltaA 
GCA_000477035.2	Cellulophaga baltica NN016038 
GCA_000477415.1	Mycoplasma parvum str. Indiana 
GCA_000477435.1	Candidatus Symbiobacter mobilis CR 
GCA_000478255.2	Lactococcus lactis subsp. lactis NCDO 2118 
GCA_000478825.2	Synechocystis sp. PCC 6714 
GCA_000478885.1	Adlercreutzia equolifaciens DSM 19450 
GCA_000478905.1	Candidatus Pantoea carbekii 
GCA_000478925.1	Streptococcus anginosus subsp. whileyi MAS624 
GCA_000479315.1	Streptococcus sp. I-P16 
GCA_000479335.1	Streptococcus sp. I-G2 
GCA_000479355.1	Mesoplasma florum W37 
GCA_000479375.3	Lactococcus lactis subsp. lactis KLDS 4.0325 
GCA_000483715.2	Salmonella enterica subsp. enterica serovar Newport str. WA 14882 
GCA_000484195.2	Salmonella enterica subsp. enterica serovar Agona str. 460004 2-1 
GCA_000484505.1	Clostridium autoethanogenum DSM 10061 
GCA_000484535.1	Gloeobacter kilaueensis JS1 
GCA_000485885.1	Staphylococcus aureus subsp. aureus Z172 
GCA_000485905.1	Spiribacter curvatus 
GCA_000486045.2	Salmonella enterica subsp. enterica serovar Heidelberg str. SARA35 
GCA_000486165.2	Salmonella enterica subsp. enterica serovar Saintpaul str. SARA26 
GCA_000486345.2	Salmonella enterica subsp. enterica serovar Typhimurium str. SARA13 
GCA_000486365.2	Salmonella enterica subsp. enterica serovar Thompson str. ATCC 8391 
GCA_000486405.2	Salmonella enterica subsp. enterica serovar Tennessee str. TXSC TXSC08-19 
GCA_000486445.2	Salmonella enterica subsp. enterica serovar Sloterdijk str. ATCC 15791 
GCA_000486525.2	Salmonella enterica subsp. enterica serovar Senftenberg str. ATCC 43845 
GCA_000486585.2	Salmonella enterica subsp. enterica serovar Rubislaw str. ATCC 10717 
GCA_000486725.2	Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 11511 
GCA_000486765.2	Salmonella enterica subsp. enterica serovar Panama str. ATCC 7378 
GCA_000486815.2	Salmonella enterica subsp. enterica serovar Oranienburg str. 0250 
GCA_000486855.2	Salmonella enterica subsp. enterica serovar Minnesota str. ATCC 49284 
GCA_000486915.2	Salmonella enterica subsp. enterica serovar Mbandaka str. ATCC 51958 
GCA_000487015.2	Salmonella enterica subsp. enterica serovar Muenster str. 420 
GCA_000487035.2	Salmonella enterica subsp. enterica serovar Muenster str. 0315 
GCA_000487155.2	Salmonella enterica subsp. enterica serovar Inverness str. ATCC 10720 
GCA_000487255.2	Salmonella enterica subsp. enterica serovar Chester str. ATCC 11997 
GCA_000487295.3	Salmonella enterica subsp. enterica serovar Choleraesuis str. ATCC 10708 
GCA_000487515.2	Salmonella enterica subsp. enterica serovar Albany str. ATCC 51960 
GCA_000487575.2	Salmonella enterica subsp. enterica serovar Anatum str. ATCC BAA-1592 
GCA_000487615.2	Salmonella enterica subsp. enterica serovar Abony str. 0014 
GCA_000487775.2	Salmonella enterica subsp. enterica serovar Bredeney str. CFSAN001080 
GCA_000487915.2	Salmonella enterica subsp. enterica serovar Abaetetuba str. ATCC 35640 
GCA_000487935.2	Salmonella enterica subsp. enterica serovar Stanleyville str. CFSAN000624 
GCA_000493295.2	Salmonella enterica subsp. enterica serovar Poona str. ATCC BAA-1673 
GCA_000493375.1	Bacillus velezensis NAU-B3 
GCA_000493535.2	Salmonella enterica subsp. enterica serovar Typhimurium str. DT2 
GCA_000493675.1	Salmonella enterica subsp. enterica serovar Typhimurium str. DT104 
GCA_000493735.1	Carnobacterium inhibens subsp. gilichinskyi 
GCA_000493755.1	Escherichia coli JJ1886 
GCA_000493775.1	Streptococcus dysgalactiae subsp. equisimilis 167 
GCA_000494385.2	Salmonella enterica subsp. enterica serovar Agona str. 392869-2 
GCA_000494755.1	Actinoplanes friuliensis DSM 7358 
GCA_000494775.1	Campylobacter coli 15-537360 
GCA_000494835.1	Bacillus amyloliquefaciens CC178 
GCA_000494855.1	Burkholderia pseudomallei NCTC 13179 
GCA_000494875.1	Staphylococcus pasteuri SP1 
GCA_000494895.1	Streptococcus suis T15 
GCA_000494915.1	Pseudomonas sp. VLB120 
GCA_000495505.1	Campylobacter fetus subsp. testudinum 03-427 
GCA_000495935.2	Elizabethkingia anophelis NUHP1 
GCA_000496265.1	Pediococcus pentosaceus SL4 
GCA_000496285.1	Bacillus toyonensis BCT-7112 
GCA_000496455.2	Pseudomonas aeruginosa DHS01 
GCA_000496595.1	Candidatus Liberibacter americanus str. Sao Paulo 
GCA_000496605.2	Pseudomonas aeruginosa PA1 
GCA_000496635.1	Exiguobacterium sp. MH3 
GCA_000496645.1	Pseudomonas aeruginosa PA1R 
GCA_000496815.1	Mycoplasma hyorhinis DBS 1050 
GCA_000497265.2	Mycobacterium abscessus subsp. massiliense CCUG 48898 = JCM 15300 
GCA_000497485.1	Bacillus subtilis PY79 
GCA_000497505.1	Shigella dysenteriae 1617 
GCA_000497525.2	Bacillus thuringiensis YBT-1518 
GCA_000498375.2	Acinetobacter baumannii DU202 
GCA_000498655.1	Zymomonas mobilis subsp. mobilis str. CP4 = NRRL B-14023 
GCA_000498675.1	Lactobacillus johnsonii N6.2 
GCA_000498975.2	Pseudomonas mosselii SJ10 
GCA_000499365.1	Dehalococcoides mccartyi GY50 
GCA_000499485.1	Escherichia coli str. K-12 substr. MC4100 
GCA_000499645.1	Rhizobium sp. IRBG74 
GCA_000499665.2	Rickettsia monacensis 
GCA_000499765.1	Methanobacterium sp. MB1 
GCA_000499805.2	Corynebacterium ulcerans FRC58 
GCA_000500935.1	Spiroplasma apis B31 
GCA_000503835.1	candidate division WWE3 bacterium RAAC2 WWE3 1 
GCA_000503845.1	Salmonella enterica subsp. enterica serovar Agona str. 24249 
GCA_000503875.1	candidate division SR1 bacterium RAAC1 SR1 1 
GCA_000503895.1	Hyphomicrobium nitrativorans NL23 
GCA_000503915.1	Candidatus Saccharibacteria bacterium RAAC3 TM7 1 
GCA_000504045.1	Pseudomonas aeruginosa MTB-1 
GCA_000504085.1	Pseudothermotoga elfii DSM 9442 = NBRC 107921 
GCA_000504105.1	Pseudothermotoga hypogea DSM 11164 = NBRC 106472 
GCA_000504125.1	Enterococcus mundtii QU 25 
GCA_000504545.1	Cronobacter malonaticus 
GCA_000504565.2	Haloarcula hispanica N601 
GCA_000504585.2	Pandoraea pnomenusa 
GCA_000505365.2	Salmonella enterica subsp. enterica serovar Cerro str. CFSAN001588 
GCA_000505685.2	Acinetobacter baumannii ZW85-1 
GCA_000505705.1	Salmonella enterica subsp. enterica serovar Heidelberg str. CFSAN002064 
GCA_000505725.1	Francisella noatunensis subsp. orientalis LADL--07-285A 
GCA_000506785.4	Clostridium beijerinckii NRRL B-598 
GCA_000507205.2	Paenibacillus polymyxa CR1 
GCA_000507225.1	Chlamydia trachomatis C/TW-3 
GCA_000507245.1	Salinispira pacifica 
GCA_000508205.1	Pseudomonas sp. TKP 
GCA_000508225.1	Ehrlichia muris AS145 
GCA_000508245.1	Mycoplasma ovis str. Michigan 
GCA_000508265.1	Bacillus amyloliquefaciens LFB112 
GCA_000508285.1	Achromobacter xylosoxidans NBRC 15126 = ATCC 27061 
GCA_000508305.1	Sulfolobus acidocaldarius SUSAZ 
GCA_000508765.1	Pseudomonas aeruginosa LES431 
GCA_000510265.1	Candidatus Endolissoclinum faulkneri L5 
GCA_000510285.1	Pseudomonas monteilii SB3078 
GCA_000510305.1	Pseudomonas aeruginosa SCV20265 
GCA_000510325.1	Pseudomonas monteilii SB3101 
GCA_000511285.2	Dickeya solani RNS 08.23.3.1.A 
GCA_000511305.1	Rhodococcus pyridinivorans SB3094 
GCA_000511325.1	Pseudomonas sp. FGI182 
GCA_000511355.1	Leisingera methylohalidivorans DSM 14336 
GCA_000511385.1	Phaeobacter gallaeciensis DSM 26640 
GCA_000511405.1	Paenibacillus larvae subsp. larvae DSM 25430 
GCA_000511895.1	Burkholderia pseudomallei NCTC 13178 
GCA_000511915.1	Burkholderia pseudomallei NAU20B-16 
GCA_000512125.1	Escherichia albertii KF1 
GCA_000512145.2	Borrelia parkeri HR1 
GCA_000512185.1	Aeromonas hydrophila 4AK4 
GCA_000512205.2	Sphingomonas sanxanigenens DSM 19645 = NX02 
GCA_000512355.1	Legionella oakridgensis ATCC 33761 = DSM 21215 
GCA_000512375.1	Enterobacter cloacae P101 
GCA_000512395.1	Pasteurella multocida subsp. multocida str. HB03 
GCA_000512735.1	Thermocrinis ruber 
GCA_000512745.2	Campylobacter fetus subsp. venerealis cfvi03/293 
GCA_000512775.2	Bacillus anthracis str. A16R 
GCA_000512835.2	Bacillus anthracis str. A16 
GCA_000512895.1	Dehalobacter restrictus DSM 9455 
GCA_000512915.1	Barnesiella viscericola DSM 18177 
GCA_000512955.1	Leuconostoc mesenteroides KFRI-MG 
GCA_000513215.1	Serratia marcescens subsp. marcescens Db11 
GCA_000513295.1	Magnetospirillum gryphiswaldense MSR-1 v2 
GCA_000513475.1	Candidatus Babela massiliensis 
GCA_000513595.1	Listeria monocytogenes serotype 1/2a str. 08-6569 
GCA_000513615.1	Listeria monocytogenes serotype 4b str. 81-0861 
GCA_000513635.1	Listeria monocytogenes serotype 1/2a str. 08-6997 
GCA_000513655.1	Listeria monocytogenes serotype 1/2a str. 10-0815 
GCA_000513675.1	Listeria monocytogenes serotype 1/2a str. 10-1047 
GCA_000513695.1	Listeria monocytogenes serotype 1/2a str. 88-0478 
GCA_000517305.1	Pseudomonas cichorii JBC1 
GCA_000517365.1	Spiroplasma mirum ATCC 29335 
GCA_000517405.1	Candidatus Sodalis pierantonius str. SOPE 
GCA_000517425.1	Sodalis praecaptivus 
GCA_000517445.1	Thermococcus paralvinellae 
GCA_000517565.1	Desulfurella acetivorans A63 
GCA_000517605.1	Rhizobium leguminosarum bv. trifolii WSM1689 
GCA_000517625.1	Halostagnicola larsenii XH-48 
GCA_000520015.2	Chania multitudinisentens RB-25 
GCA_000520035.1	
GCA_000520055.1	
GCA_000520875.1	Rhizobium leguminosarum bv. trifolii CB782 
